file_1_file_1_g11682	zinc ion binding	-
file_1_file_1_g11683	GMC oxidoreductase	-
file_1_file_1_g11684	GMC oxidoreductase	-
file_1_file_1_g11685	Insect pheromone/odorant binding protein domains.	-
file_1_file_1_g11686	Insect pheromone/odorant binding protein domains.	-
file_1_file_1_g11688	Insect pheromone/odorant binding protein domains.	-
file_1_file_1_g11690	Acyltransferase	TAZ
file_1_file_1_g11692	Insect pheromone/odorant binding protein domains.	-
file_1_file_1_g11695	Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport	-
file_1_file_1_g11697	zinc finger	-
file_1_file_1_g2454	5'-nucleotidase, C-terminal domain	-
file_1_file_1_g2455	Enoyl-(Acyl carrier protein) reductase	-
file_1_file_2_12840_g	Enoyl-(Acyl carrier protein) reductase	-
file_1_file_1_g2456	-	-
file_1_file_1_g2459	K02A2.6-like	-
file_1_file_1_g2460	-	-
file_1_file_1_g2461	-	-
file_1_file_1_g2464	Prolyl oligopeptidase family	-
file_1_file_1_g2465	Cytochrome c oxidase subunit IV	COX4I1
file_1_file_1_g2466	Trypsin-like serine protease	-
file_1_file_1_g2468	Trypsin-like serine protease	-
file_1_file_1_g2469	Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells	ATP6V1G1
file_1_file_1_g2470	FERM C-terminal PH-like domain	dnr1
file_1_file_1_g2472	-	-
file_1_file_1_g2473	-	-
file_1_file_1_g2476	FUN14 family	FUNDC2
file_1_file_1_g2477	-	-
file_1_file_1_g2478	nucleic acid binding	TREX2
file_1_file_1_g2479	Putative transmembrane family 234	TMEM234
file_1_file_1_g2480	EXOIII	TREX2
file_1_file_1_g2481	ZnF_NFX	NFXL1
file_1_file_1_g2482	-	-
file_1_file_1_g2485	Cyclin_C	CCNL1
file_1_file_1_g2486	Protein EFR3 homolog	EFR3A
file_1_file_1_g2487	-	-
file_1_file_1_g2488	GS motif	ACVR1
file_1_file_2_12872_g	GS motif	ACVR1
file_1_file_1_g2489	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	-
file_1_file_1_g2491	Sugar (and other) transporter	-
file_1_file_1_g2492	Trypsin-like serine protease	-
file_1_file_1_g2493	Serpentine type 7TM GPCR chemoreceptor Srx	HCRTR2
file_1_file_1_g2494	Serpentine type 7TM GPCR chemoreceptor Srx	HCRTR2
file_1_file_1_g2495	Sugar (and other) transporter	-
file_1_file_2_12878_g	Sugar (and other) transporter	-
file_1_file_1_g2496	RNA binding. It is involved in the biological process described with mRNA processing	CASC3
file_1_file_1_g2497	Wnt-binding factor required for Wnt secretion	-
file_1_file_1_g2498	Snapin/Pallidin	-
file_1_file_1_g2499	Sugar (and other) transporter	oct-1
file_1_file_1_g2501	basic region leucin zipper	CEBPA
file_1_file_1_g2502	Trypsin-like serine protease	-
file_1_file_1_g2503	Sugar (and other) transporter	-
file_1_file_1_g2504	catalytic activity. It is involved in the biological process described with metabolic process	SLC27A4
file_1_file_1_g2505	Sugar (and other) transporter	-
file_1_file_1_g2506	Sugar (and other) transporter	-
file_1_file_1_g2507	Gaa1-like, GPI transamidase component	GPAA1
file_1_file_1_g2508	Sugar (and other) transporter	-
file_1_file_1_g2509	Trypsin	-
file_1_file_1_g2510	Trypsin-like serine protease	-
file_1_file_1_g2511	Trypsin-like serine protease	-
file_1_file_1_g2512	Sugar (and other) transporter	-
file_1_file_1_g2513	Sugar (and other) transporter	-
file_1_file_1_g2514	DNA-directed 5'-3' RNA polymerase activity	-
file_1_file_1_g2515	Mss4 protein	RABIF
file_1_file_1_g2516	N-terminal domain of NEFA-interacting nuclear protein NIP30	FAM192A
file_1_file_1_g2517	zinc finger	-
file_1_file_1_g2518	zinc finger	-
file_1_file_1_g2519	7 transmembrane receptor (rhodopsin family)	HCRTR2
file_1_file_1_g2520	Serpentine type 7TM GPCR chemoreceptor Srx	HCRTR2
file_1_file_1_g2522	scavenger receptor activity	-
file_1_file_1_g2523	scavenger receptor activity	-
file_1_file_1_g2524	CDP-alcohol phosphatidyltransferase	EPT1
file_1_file_1_g2525	coiled-coil-helix-coiled-coil-helix domain containing 7	CHCHD7
file_1_file_1_g2526	Domain present in PSD-95, Dlg, and ZO-1/2.	PARD6B
file_1_file_1_g2527	Dual specificity phosphatase, catalytic domain	DUSP23
file_1_file_1_g2528	Dual specificity phosphatase, catalytic domain	DUSP23
file_1_file_1_g2530	Domain present in PSD-95, Dlg, and ZO-1/2.	PSMD9
file_1_file_1_g2531	Calcium ion binding. It is involved in the biological process described with cell cycle arrest	DST
file_1_file_1_g2532	Calcium ion binding. It is involved in the biological process described with cell cycle arrest	DST
file_1_file_1_g2533	Spectrin repeat	DST
file_1_file_1_g2534	Spectrin repeat	DST
file_1_file_1_g2536	Calponin homology domain	-
file_1_file_1_g2537	-	-
file_1_file_1_g2538	Trypsin-like serine protease	-
file_1_file_1_g2539	Centrosomal protein	CEP104
file_1_file_1_g2540	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	NSUN2
file_1_file_1_g2541	Hydantoinase B/oxoprolinase	OPLAH
file_1_file_1_g2542	Serine threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like	PPP2R3C
file_1_file_1_g2543	K02A2.6-like	-
file_1_file_1_g2544	-	-
file_1_file_1_g2545	-	-
file_1_file_1_g2546	Thioredoxin-like	-
file_1_file_1_g2548	CDP-alcohol phosphatidyltransferase	EPT1
file_1_file_1_g2549	CDP-alcohol phosphatidyltransferase	EPT1
file_1_file_1_g2550	Belongs to the HAD-like hydrolase superfamily. EYA family	EYA1
file_1_file_1_g2551	ABC-type uncharacterized transport system	IFT52
file_1_file_1_g2552	Trypsin-like serine protease	-
file_1_file_1_g2553	Nucleolar protein	NOL4
file_1_file_1_g2555	Alcohol dehydrogenase transcription factor Myb/SANT-like	-
file_1_file_2_12937_g	Alcohol dehydrogenase transcription factor Myb/SANT-like	-
file_1_file_1_g2557	-	-
file_1_file_1_g2558	Zinc-finger associated domain (zf-AD)	-
file_1_file_1_g2559	Trypsin-like serine protease	-
file_1_file_1_g2561	serine-type peptidase activity	-
file_1_file_1_g2562	Dipeptidyl peptidase IV (DPP IV) N-terminal region	-
file_1_file_1_g2563	-	-
file_1_file_2_12948_g	-	-
file_1_file_1_g2564	Pex2 / Pex12 amino terminal region	PEX10
file_1_file_1_g2565	FKBP-type peptidyl-prolyl cis-trans isomerase	FK506-bp2
file_1_file_1_g2566	Chromatin modification-related protein EAF7	MRGBP
file_1_file_1_g2567	Nuclear inhibitor of protein	PPP1R8
file_1_file_1_g2568	Ras family	REM1
file_1_file_1_g2569	GTP binding. It is involved in the biological process described with	REM1
file_1_file_1_g2570	MobA-like NTP transferase domain	-
file_1_file_1_g2571	MobA-like NTP transferase domain	-
file_1_file_1_g2572	Sugar (and other) transporter	-
file_1_file_1_g2573	BSD domain	BSDC1
file_1_file_1_g2574	Transcription factor AP-2	TFAP2A
file_1_file_1_g2575	Transcription factor AP-2	TFAP2A
file_1_file_1_g2577	Ribosomal L30 N-terminal domain	RPL7
file_1_file_1_g2578	-	-
file_1_file_1_g2579	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	RPS12
file_1_file_1_g2580	Dual specificity protein phosphatase, N-terminal half	-
file_1_file_1_g2581	Uncharacterised protein family (UPF0240)	NDUFAF4
file_1_file_1_g2582	MT-A70	METTL3
file_1_file_1_g2583	Tetratricopeptide repeat protein	TTC4
file_1_file_1_g2584	-	-
file_1_file_1_g2585	Transmembrane amino acid transporter protein	SLC32A1
file_1_file_1_g2586	glucose import	-
file_1_file_2_12972_g	Trypsin-like serine protease	-
file_1_file_1_g2587	Trypsin-like serine protease	-
file_1_file_1_g2588	Sugar (and other) transporter	-
file_1_file_1_g2591	Sugar (and other) transporter	-
file_1_file_1_g2593	Domain of unknown function (DUF1986)	-
file_1_file_1_g2594	Sister chromatid cohesion protein PDS5 homolog	PDS5A
file_1_file_1_g2595	CRAL/TRIO, N-terminal domain	-
file_1_file_1_g2596	Complex 1 protein (LYR family)	NDUFB9
file_1_file_1_g2597	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins	DERL1
file_1_file_1_g2598	Enoyl-CoA hydratase/isomerase	-
file_1_file_1_g2599	Proteasome subunit	PSMB5
file_1_file_1_g2601	HMG (high mobility group) box	-
file_1_file_1_g2602	Glutamate--cysteine ligase regulatory	GCLM
file_1_file_1_g2603	Transmembrane proteins 14C	TMEM14C
file_1_file_1_g2604	metalloendopeptidase activity. It is involved in the biological process described with proteolysis	-
file_1_file_1_g2605	Tat binding protein 1(TBP-1)-interacting protein (TBPIP)	PSMC3IP
file_1_file_1_g2606	metalloendopeptidase activity. It is involved in the biological process described with proteolysis	-
file_1_file_1_g2607	Domain in ubiquitin-specific proteases.	USP20
file_1_file_1_g2608	C2H2-type zinc finger	PLAG1
file_1_file_1_g2609	Found in Skp1 protein family	TCEB1
file_1_file_1_g2610	It is involved in the biological process described with protein phosphorylation	PTK2
file_1_file_1_g2611	It is involved in the biological process described with protein phosphorylation	PTK2
file_1_file_1_g2613	Peroxin 13, N-terminal region	PEX13
file_1_file_1_g2614	Ribosomal protein S7e	RPS7
file_1_file_1_g2615	GDP-mannose 4,6 dehydratase	-
file_1_file_1_g2616	BTB/POZ domain	-
file_1_file_1_g2617	Zinc finger, C2H2 type	RREB1
file_1_file_1_g2619	-	-
file_1_file_1_g2620	Uncharacterized protein family UPF0016	TMEM165
file_1_file_1_g2621	3' exoribonuclease family, domain 1	EXOSC6
file_1_file_1_g2622	Splicing factor 3B subunit 10 (SF3b10)	SF3B5
file_1_file_1_g2623	axoneme assembly	-
file_1_file_2_13007_g	axoneme assembly	-
file_1_file_1_g2624	Cupin-like domain	JMJD7
file_1_file_1_g2625	membrane protein ectodomain proteolysis	-
file_1_file_1_g2626	Sugar (and other) transporter	-
file_1_file_1_g2627	EF-hand	DTNA
file_1_file_1_g2628	Pao retrotransposon peptidase	-
file_1_file_1_g2629	transposition, RNA-mediated	-
file_1_file_1_g2630	EF-hand	DTNA
file_1_file_1_g2631	Sodium:neurotransmitter symporter family	SLC6A2
file_1_file_1_g2632	histone-lysine N-methyltransferase activity	-
file_1_file_1_g2634	It is involved in the biological process described with protein phosphorylation	PIK3R4
file_1_file_1_g2635	Putative GTP-ase activating proteins for the small GTPase, ARF	SMAP1
file_1_file_1_g2636	Tim17/Tim22/Tim23/Pmp24 family	TIMM23
file_1_file_1_g2637	Sister chromatid cohesion protein Dcc1	DSCC1
file_1_file_1_g2638	Phosphoenolpyruvate carboxykinase N-terminal domain	PCK1
file_1_file_1_g2639	WD40 repeats	TSSC1
file_1_file_1_g2640	K homology RNA-binding domain	PNO1
file_1_file_1_g2641	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	NDUFA10
file_1_file_2_13023_g	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	NDUFA10
file_1_file_1_g2642	Eukaryotic glutathione synthase, ATP binding domain	GSS
file_1_file_1_g2643	Eukaryotic glutathione synthase, ATP binding domain	GSS
file_1_file_1_g2644	Cse1	Cas
file_1_file_1_g2645	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	-
file_1_file_1_g2646	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	-
file_1_file_1_g2648	rRNA processing	-
file_1_file_1_g2649	Transmembrane amino acid transporter protein	-
file_1_file_1_g2650	AMP-binding enzyme C-terminal domain	ACSF3
file_1_file_1_g2651	Mediator complex subunit 25 von Willebrand factor type A	MED25
file_1_file_1_g2652	transferase activity, transferring acyl groups. It is involved in the biological process described with metabolic process	TMEM68
file_1_file_1_g2653	Protein-kinase domain of FAM69	C3orf58
file_1_file_1_g2654	nucleic acid binding	GPATCH1
file_1_file_1_g2655	Mediator complex subunit 25 von Willebrand factor type A	MED25
file_1_file_1_g2656	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g2657	Uncharacterised protein family (UPF0183)	C16orf70
file_1_file_1_g2658	Glycosyl transferase family 21	UGCG
file_1_file_1_g2659	-	-
file_1_file_1_g2660	Core histone H2A/H2B/H3/H4	NFYC
file_1_file_1_g2661	zinc ion binding	DPF3
file_1_file_1_g2662	zinc ion binding	-
file_1_file_1_g2663	RNA recognition motif	ESRP2
file_1_file_1_g2664	nucleic acid binding	ESRP2
file_1_file_1_g2666	potassium:proton antiporter activity	SLC9C1
file_1_file_1_g2667	Origin recognition complex subunit 6 (ORC6)	ORC6
file_1_file_1_g2668	G protein alpha subunit	GNAL
file_1_file_1_g2669	zinc-finger of acetyl-transferase ESCO	ESCO1
file_1_file_1_g2670	Death-associated protein	DAP
file_1_file_2_13052_g	protein tyrosine/serine/threonine phosphatase activity	PTPDC1
file_1_file_1_g2671	protein tyrosine/serine/threonine phosphatase activity	PTPDC1
file_1_file_1_g2673	Anillin N-terminus	-
file_1_file_1_g2674	-	-
file_1_file_1_g2675	Cell division protein anillin	ANLN
file_1_file_1_g2676	-	-
file_1_file_1_g2679	-	-
file_1_file_1_g2680	Serine/Threonine protein kinases, catalytic domain	MAPK15
file_1_file_1_g2681	Uncharacterised conserved protein (DUF2368)	PLGRKT
file_1_file_1_g2682	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA	FEN1
file_1_file_1_g2683	Phosphoglucose isomerase	GPI
file_1_file_1_g2684	heparan-alpha-glucosaminide N-acetyltransferase activity	HGSNAT
file_1_file_1_g2685	Glycosyltransferase like family 2	DPM1
file_1_file_1_g2687	Ras family	NKIRAS1
file_1_file_1_g2688	Serine protease family S01A. Source PGD	-
file_1_file_1_g2689	Sodium:neurotransmitter symporter family	SLC6A19
file_1_file_1_g2690	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.	-
file_1_file_1_g2691	Zinc ion binding	-
file_1_file_1_g2694	basic region leucin zipper	CEBPG
file_1_file_1_g2695	alpha-tubulin binding	-
file_1_file_1_g2696	-	-
file_1_file_1_g2697	dystrobrevin binding protein 1	DTNBP1
file_1_file_1_g2698	-	-
file_1_file_1_g2702	zinc finger	-
file_1_file_1_g2703	FKBP-type peptidyl-prolyl cis-trans isomerase	FK506-bp2
file_1_file_1_g2704	EF hand	CALB1
file_1_file_1_g2705	Transcription activator MBF2	-
file_1_file_1_g2709	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g2710	Zinc ion binding	RNF123
file_1_file_1_g2711	Alkaline phosphatase	-
file_1_file_1_g2712	Zinc ion binding	RNF123
file_1_file_1_g2713	Collagen triple helix repeat (20 copies)	-
file_1_file_1_g2714	Eukaryotic translation initiation factor 2 alpha subunit	EIF2S1
file_1_file_1_g2715	DNA/RNA non-specific endonuclease	ENDOG
file_1_file_1_g2716	Ferredoxin-fold anticodon binding domain	FARS2
file_1_file_1_g2718	Plant transposon protein	-
file_1_file_1_g2719	DNA- binding	-
file_1_file_1_g2721	ankyrin repeats	Iav
file_1_file_1_g2722	Domain of unknown function (DUF1897)	FUBP3
file_1_file_1_g2723	DNA binding	DEK
file_1_file_1_g2724	XK-related protein	-
file_1_file_1_g2725	Zinc knuckle	SREK1IP1
file_1_file_1_g2727	FAM183A and FAM183B related	-
file_1_file_1_g2728	-	-
file_1_file_1_g2729	IMP dehydrogenase / GMP reductase domain	GMPR
file_1_file_1_g2730	Domain of unknown function (DUF4787)	-
file_1_file_1_g2731	Cytochrome c oxidase subunit Vb	-
file_1_file_1_g2732	-	-
file_1_file_1_g2733	Coiled-coil domain-containing protein	-
file_1_file_1_g2734	Cytochrome c oxidase subunit VIc	-
file_1_file_1_g2735	Putative nucleic acid-binding region	NCOA6
file_1_file_1_g2736	Cytochrome c oxidase subunit VIc	COX6C
file_1_file_1_g2737	It is involved in the biological process described with intein-mediated protein splicing	-
file_1_file_1_g2738	zinc finger	-
file_1_file_1_g2739	domain in TBC and LysM domain containing proteins	-
file_1_file_1_g2740	Low-density lipoprotein receptor domain class A	yl
file_1_file_1_g2741	Low-density lipoprotein receptor domain class A	yl
file_1_file_1_g2742	Thiolase, C-terminal domain	HADHB
file_1_file_1_g2743	F-box domain	-
file_1_file_1_g2744	helicase superfamily c-terminal domain	DDX27
file_1_file_1_g2745	SacI homology domain	SACM1L
file_1_file_1_g2746	Cation efflux family	-
file_1_file_1_g2747	SH3 domain-binding protein 5 (SH3BP5)	SH3BP5L
file_1_file_1_g2748	K homology RNA-binding domain	KHDRBS3
file_1_file_1_g2749	K homology RNA-binding domain	KHDRBS3
file_1_file_1_g2750	-	-
file_1_file_1_g2751	Ankyrin repeats (many copies)	-
file_1_file_1_g2753	RNA binding	-
file_1_file_1_g2755	-	-
file_1_file_1_g2756	Anticodon-binding domain of tRNA	IARS2
file_1_file_1_g2757	Low temperature viability protein	LTV1
file_1_file_1_g2759	Low temperature viability protein	LTV1
file_1_file_1_g2760	Integral membrane protein S linking to the trans Golgi network	SYS1
file_1_file_1_g2762	Glycosyl hydrolase family 1	LCT
file_1_file_1_g2763	Glycosyl hydrolase family 1	LCT
file_1_file_1_g2764	Glycosyl hydrolase family 1	LCT
file_1_file_1_g2765	Glycosyl hydrolase family 1	LCT
file_1_file_1_g2766	helicase superfamily c-terminal domain	DDX24
file_1_file_1_g2767	Coactivator-associated arginine methyltransferase 1 N terminal	CARM1
file_1_file_1_g2768	regulation of kinetochore assembly	TRAPPC12
file_1_file_1_g2769	Vacuolar protein sorting-associated protein 35	VPS35
file_1_file_1_g2770	Vacuolar protein sorting-associated protein 35	VPS35
file_1_file_2_13153_g	Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.	NETO2
file_1_file_1_g2773	Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.	NETO2
file_1_file_1_g2774	zinc finger	-
file_1_file_1_g2775	GMC oxidoreductase	-
file_1_file_1_g2778	Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)	-
file_1_file_1_g2779	Divergent CRAL/TRIO domain	GDAP2
file_1_file_1_g2780	Four-disulfide core domains	-
file_1_file_1_g2783	Papain family cysteine protease	-
file_1_file_1_g2785	Lipase	-
file_1_file_1_g2786	Oxysterol-binding protein	-
file_1_file_1_g2788	Cytosol aminopeptidase family, catalytic domain	NPEPL1
file_1_file_1_g2789	Cytosol aminopeptidase family, catalytic domain	NPEPL1
file_1_file_1_g2790	Origin recognition complex (ORC) subunit 5 C-terminus	ORC5
file_1_file_1_g2791	Cofilin/tropomyosin-type actin-binding protein	COTL1
file_1_file_2_13168_g	Cofilin/tropomyosin-type actin-binding protein	COTL1
file_1_file_1_g2792	Cofilin/tropomyosin-type actin-binding protein	COTL1
file_1_file_1_g2793	Lipopolysaccharide kinase (Kdo/WaaP) family	TP53RK
file_1_file_1_g2794	Threonyl and Alanyl tRNA synthetase second additional domain	MRPL39
file_1_file_1_g2795	WD domain, G-beta repeat	WDR70
file_1_file_1_g2796	Cathepsin propeptide inhibitor domain (I29)	26-29-p
file_1_file_1_g2798	It is involved in the biological process described with signal transduction	RHPN2
file_1_file_1_g2799	Mitochondrial carrier protein	SLC25A26
file_1_file_1_g2800	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	betaTub56D
file_1_file_1_g2802	Ribosomal protein S10p/S20e	RPS20
file_1_file_1_g2803	Sedlin, N-terminal conserved region	TRAPPC2L
file_1_file_1_g2804	homeostasis of number of retina cells	-
file_1_file_1_g2805	negative regulation of cell growth	OSGIN2
file_1_file_1_g2806	-	-
file_1_file_1_g2808	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	UBE2T
file_1_file_1_g2809	Uncharacterized conserved protein	KXD1
file_1_file_1_g2811	-	-
file_1_file_1_g2812	NHR2 domain like	CBFA2T3
file_1_file_1_g2813	-	-
file_1_file_1_g2814	Pumilio-like repeats	NOP9
file_1_file_1_g2815	Lipase	-
file_1_file_1_g2816	structural molecule activity	frm-1
file_1_file_1_g2817	Lipase	-
file_1_file_1_g2818	FERM N-terminal domain	EPB41L2
file_1_file_1_g2819	FERM N-terminal domain	EPB41L2
file_1_file_1_g2820	VPS28 protein	VPS28
file_1_file_1_g2821	XK-related protein	XKR6
file_1_file_1_g2822	XK-related protein	XKR6
file_1_file_1_g2823	Plays an important role in the functional organization of mitotic chromosomes. Exhibits low basal ATPase activity, and unable to polymerize	ACTR8
file_1_file_1_g2824	Helical region found in SNAREs	STX16
file_1_file_1_g2825	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	UBE2C
file_1_file_1_g2826	Telomere stability and silencing	SDE2
file_1_file_1_g2827	Galactosyltransferase	B3GNT3
file_1_file_1_g2828	-	-
file_1_file_1_g2830	-	-
file_1_file_1_g2831	Phospholipase A2	-
file_1_file_1_g2832	GTPase activity	-
file_1_file_1_g2833	Partial alpha/beta-hydrolase lipase region	-
file_1_file_1_g2835	Cid1 family poly A polymerase	PAPD5
file_1_file_1_g2836	Cid1 family poly A polymerase	PAPD5
file_1_file_1_g2837	DNA ligase (ATP) activity. It is involved in the biological process described with DNA recombination	LIG1
file_1_file_1_g12	Ribonuclease H protein	-
file_1_file_1_g13	Reverse transcriptase (RNA-dependent DNA polymerase)	-
file_1_file_1_g16	Ion channel	-
file_1_file_1_g18	Ion channel	KCNK18
file_1_file_1_g20	Oxidoreductase activity. It is involved in the biological process described with metabolic process	-
file_1_file_1_g21	KR domain	-
file_1_file_1_g22	KR domain	-
file_1_file_1_g24	Nuclear pore component	-
file_1_file_1_g25	Enoyl-(Acyl carrier protein) reductase	-
file_1_file_1_g26	Gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates	Gr43a
file_1_file_1_g27	PGAP1-like protein	-
file_1_file_1_g28	PGAP1-like protein	-
file_1_file_1_g29	Cobalamin binding. It is involved in the biological process described with cobalamin transport	-
file_1_file_2_13233_g	Cobalamin binding. It is involved in the biological process described with cobalamin transport	-
file_1_file_1_g30	GDA1/CD39 (nucleoside phosphatase) family	ENTPD5
file_1_file_1_g31	RNase H	-
file_1_file_1_g32	zinc finger	ZNF511
file_1_file_1_g33	Phosphoglycerate mutase family	PGAM2
file_1_file_1_g36	-	-
file_1_file_1_g37	Tim17/Tim22/Tim23/Pmp24 family	TIMM22
file_1_file_1_g38	-	-
file_1_file_1_g39	Sugar (and other) transporter	-
file_1_file_1_g40	Cytochrome P450	-
file_1_file_1_g41	Transcription initiation factor IID, 18kD subunit	SUPT3H
file_1_file_1_g42	Transcription initiation factor IID, 18kD subunit	SUPT3H
file_1_file_1_g43	Trypsin-like serine protease	-
file_1_file_1_g44	Sulfatase	GNS
file_1_file_1_g45	protection from non-homologous end joining at telomere	DCLRE1A
file_1_file_1_g47	endoplasmic reticulum organization	VMP1
file_1_file_2_13250_g	endoplasmic reticulum organization	VMP1
file_1_file_1_g48	endoplasmic reticulum organization	VMP1
file_1_file_1_g49	Ribosomal_S15	MRPS15
file_1_file_1_g50	Src homology 3 domains	-
file_1_file_1_g51	Src homology 3 domains	-
file_1_file_1_g52	Protein kinase C conserved region 2 (CalB)	DOC2B
file_1_file_1_g53	Protein kinase C conserved region 2 (CalB)	DOC2B
file_1_file_1_g54	JNK_SAPK-associated protein-1	RILPL1
file_1_file_1_g55	JNK_SAPK-associated protein-1	RILPL1
file_1_file_1_g56	positive regulation of protein localization to cell cortex	-
file_1_file_1_g57	positive regulation of protein localization to cell cortex	-
file_1_file_1_g58	positive regulation of protein localization to cell cortex	-
file_1_file_1_g59	-	-
file_1_file_1_g60	negative regulation of programmed cell death	-
file_1_file_1_g61	RED-like protein N-terminal region	IK
file_1_file_1_g62	Macrophage migration inhibitory factor (MIF)	MIF
file_1_file_1_g63	Macrophage migration inhibitory factor (MIF)	MIF
file_1_file_1_g64	ubiquitin-dependent protein catabolic process	-
file_1_file_1_g65	GMP-PDE, delta subunit	UNC119
file_1_file_1_g66	Phosphatidylinositol transfer protein	PITPNB
file_1_file_1_g67	Phosphatidylinositol transfer protein	PITPNB
file_1_file_1_g68	GlcNAc-PI de-N-acetylase	PIGL
file_1_file_1_g69	Modifier of rudimentary (Mod(r)) protein	VPS37B
file_1_file_1_g70	DnaJ molecular chaperone homology domain	-
file_1_file_1_g71	EF-hand, calcium binding motif	MYL9
file_1_file_1_g72	Domain of unknown function (DUF4541)	-
file_1_file_1_g73	Ion channel	-
file_1_file_1_g75	macromolecule localization	-
file_1_file_1_g76	macromolecule localization	-
file_1_file_1_g77	macromolecule localization	-
file_1_file_1_g78	CRAL/TRIO domain	-
file_1_file_1_g79	Enoyl-(Acyl carrier protein) reductase	let-767
file_1_file_1_g81	Cytochrome P450	-
file_1_file_1_g82	Cytochrome P450	-
file_1_file_1_g83	Cytochrome P450	-
file_1_file_1_g84	Cytochrome P450	-
file_1_file_1_g85	Cytochrome P450	-
file_1_file_1_g86	Cytochrome P450	-
file_1_file_1_g88	Cytochrome P450	-
file_1_file_1_g89	iron ion binding	-
file_1_file_1_g90	Cytochrome P450	-
file_1_file_1_g92	Cytochrome P450	-
file_1_file_1_g93	toll-like receptor 7 signaling pathway	-
file_1_file_1_g94	Proline dehydrogenase	PRODH
file_1_file_1_g95	-	-
file_1_file_1_g97	Peptidyl-tRNA hydrolase PTH2	PTRH2
file_1_file_1_g98	Domain of unknown function (DUF4200)	CCDC42
file_1_file_1_g99	7tm Odorant receptor	-
file_1_file_1_g100	Protein phosphatase 2A homologues, catalytic domain.	PPP1CC
file_1_file_1_g101	-	-
file_1_file_1_g102	Bicaudal D-related protein	CCDC64
file_1_file_1_g104	Acts as component of the retromer cargo-selective complex (CSC). The CSC is believed to be the core functional component of retromer or respective retromer complex variants acting to prevent missorting of selected transmembrane cargo proteins into the lysosomal degradation pathway	VPS29
file_1_file_1_g105	3'-5' exonuclease	egl
file_1_file_1_g107	Peptidase family C50	ESPL1
file_1_file_1_g108	It is involved in the biological process described with outer dynein arm assembly	CCDC63
file_1_file_1_g109	-	-
file_1_file_1_g110	CRAL/TRIO domain	-
file_1_file_1_g111	CRAL/TRIO domain	-
file_1_file_1_g112	GMC oxidoreductase	Gld
file_1_file_1_g113	Double-stranded RNA binding motif	DGCR8
file_1_file_1_g115	Double-stranded RNA binding motif	DGCR8
file_1_file_1_g116	BRCA1-associated protein 2	BRAP
file_1_file_1_g117	Belongs to the peptidase C19 family	USP32
file_1_file_1_g118	Ubiquitin carboxyl-terminal hydrolase	USP32
file_1_file_1_g119	14-3-3 homologues	YWHAE
file_1_file_1_g120	PHD finger protein 12 MRG binding domain	PHF12
file_1_file_1_g121	CUT	CUX1
file_1_file_1_g122	CUT	CUX2
file_1_file_1_g125	5'-nucleotidase, C-terminal domain	-
